"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
4,25,30.99042,30.99042,1000,0,NA,-5.99042,5.99042,5.99042,35.8851317764,FALSE,75,69.00958,69.00958,5.99042,69.00958,5.99042,60,15,9.22211999999999,-3.23169999999999,-1.23193
5,25,33.64682,33.64682,1000,0,NA,-8.64682,8.64682,8.64682,74.7674961124,FALSE,75,66.35318,66.35318,8.64681999999999,66.35318,8.64681999999999,56.25,18.75,13.3332375,-4.6864175,1.42447
5,25,51.95069,51.95069,1000,0,NA,-26.95069,26.95069,26.95069,726.3396914761,FALSE,75,48.04931,48.04931,26.95069,48.04931,26.95069,56.25,18.75,13.3332375,13.6174525,19.72834
5,25,21.40156,21.40156,1000,0,NA,3.59844,3.59844,3.59844,12.9487704336,FALSE,75,78.59844,78.59844,-3.59844,78.59844,3.59844,56.25,18.75,13.3332375,-9.7347975,-3.62391
5,25,34.61731,34.61731,1000,0,NA,-9.61731,9.61731,9.61731,92.4926516361001,FALSE,75,65.38269,65.38269,9.61731,65.38269,9.61731,56.25,18.75,13.3332375,-3.71592749999999,2.39496
6,25,38.88563,38.88563,1000,0,NA,-13.88563,13.88563,13.88563,192.8107204969,FALSE,75,61.11437,61.11437,13.88563,61.11437,13.88563,52.5,22.5,17.444355,-3.558725,6.66328
6,25,36.66231,36.66231,1000,0,NA,-11.66231,11.66231,11.66231,136.0094745361,FALSE,75,63.33769,63.33769,11.66231,63.33769,11.66231,52.5,22.5,17.444355,-5.782045,4.43996
6,25,27.63813,27.63813,1000,0,NA,-2.63813,2.63813,2.63813,6.9597298969,FALSE,75,72.36187,72.36187,2.63813,72.36187,2.63813,52.5,22.5,17.444355,-14.806225,-4.58422
6,25,37.5507,37.5507,1000,0,NA,-12.5507,12.5507,12.5507,157.52007049,FALSE,75,62.4493,62.4493,12.5507,62.4493,12.5507,52.5,22.5,17.444355,-4.893655,5.32835
7,25,31.29644,31.29644,1000,0,NA,-6.29644,6.29644,6.29644,39.6451566736,FALSE,75,68.70356,68.70356,6.29643999999999,68.70356,6.29643999999999,48.75,26.25,21.5554725,-15.2590325,-0.925910000000002
7,25,37.50884,37.50884,1000,0,NA,-12.50884,12.50884,12.50884,156.4710781456,FALSE,75,62.49116,62.49116,12.50884,62.49116,12.50884,48.75,26.25,21.5554725,-9.04663249999999,5.28649
7,25,53.63434,53.63434,1000,0,NA,-28.63434,28.63434,28.63434,819.9254272356,FALSE,75,46.36566,46.36566,28.63434,46.36566,28.63434,48.75,26.25,21.5554725,7.07886750000001,21.41199
