"byz","actual","predicted","selected.predicted","clock","threshold","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
0,25,25.92401,26.0132,1000,0,-0.924009999999996,0.924009999999996,1.0132,0.853794480099992,FALSE,75,74.07599,73.9868,0.924009999999996,74.07599,0.924009999999996,75,0,1.73222749999999,-0.808217499999998,-0.808217500000005
1,25,24.1745421052632,24.0803,1000,0,0.825457894736846,0.825457894736846,0.919700000000002,0.681380735983387,FALSE,75,75.8254578947368,75.9197,-0.825457894736843,72.034185,2.96581499999999,71.25,3.75,5.39561612499999,-2.429801125,-0.906769605263154
2,25,27.04595,27.0308,1000,0,-2.04595,2.04595,2.0308,4.18591140249999,FALSE,75,72.95405,72.9692,2.04595,65.658645,9.34135499999999,67.5,7.5,9.05900475,0.282350249999993,0.313722499999997
3,25,29.0662235294118,28.4758,1000,0,-4.06622352941176,4.06622352941176,3.4758,16.5341737911418,FALSE,75,70.9337764705882,71.5242,4.06622352941176,60.29371,14.70629,63.75,11.25,12.722393375,1.983896625,2.33399602941176
4,25,43.07304375,43.3207,1000,0,-18.07304375,18.07304375,18.3207,326.634910389414,FALSE,75,56.92695625,56.6793,18.07304375,45.541565,29.458435,60,15,16.385782,13.072653,16.34081625
5,25,50.0596,100,1000,0,-25.0596,25.0596,75,627.98355216,FALSE,75,49.9404,0,25.0596,37.4553,37.5447,56.25,18.75,20.049170625,17.495529375,23.3273725
6,25,57.8236857142857,57.6623,1000,0,-32.8236857142857,32.8236857142857,32.6623,1077.3943438702,FALSE,75,42.1763142857143,42.3377,32.8236857142857,29.52342,45.47658,52.5,22.5,23.71255925,21.76402075,31.0914582142857
7,25,66.4337769230769,100,1000,0,-41.4337769230769,41.4337769230769,75,1716.7578701113,FALSE,75,33.5662230769231,0,41.4337769230769,21.818045,53.181955,48.75,26.25,27.375947875,25.806007125,39.7015494230769
0,25,25.896835,25.8872,1000,0,-0.896834999999996,0.896834999999996,0.8872,0.804313017224992,FALSE,75,74.103165,74.1128,0.896834999999996,74.103165,0.896834999999996,75,0,1.73222749999999,-0.835392499999998,-0.835392500000005
1,25,26.1410210526316,26.0138,1000,0,-1.14102105263158,1.14102105263158,1.0138,1.30192904254847,FALSE,75,73.8589789473684,73.9862,1.14102105263157,70.16603,4.83396999999999,71.25,3.75,5.39561612499999,-0.561646124999996,-0.591206447368425
2,25,31.0084777777778,31.1048,1000,0,-6.00847777777778,6.00847777777778,6.1048,36.1018052060494,FALSE,75,68.9915222222222,68.8952,6.00847777777778,62.09237,12.90763,67.5,7.5,9.05900475,3.84862525,4.27625027777778
3,25,31.2154117647059,31.3236,1000,0,-6.21541176470588,6.21541176470588,6.3236,38.6313434048443,FALSE,75,68.7845882352941,68.6764,6.21541176470588,58.4669,16.5331,63.75,11.25,12.722393375,3.810706625,4.48318426470588
4,25,39.82638125,100,1000,0,-14.82638125,14.82638125,75,219.821580970351,FALSE,75,60.17361875,0,14.82638125,48.138895,26.861105,60,15,16.385782,10.475323,13.09415375
5,25,47.6662266666667,47.8239,1000,0,-22.6662266666667,22.6662266666667,22.8239,513.757831304711,FALSE,75,52.3337733333333,52.1761,22.6662266666667,39.25033,35.74967,56.25,18.75,20.049170625,15.700499375,20.9339991666667
6,25,54.1918,100,1000,0,-29.1918,29.1918,75,852.16118724,FALSE,75,45.8082,0,29.1918,32.06574,42.93426,52.5,22.5,23.71255925,19.22170075,27.4595725
7,25,64.4901153846154,100,1000,0,-39.4901153846154,39.4901153846154,75,1559.46921309024,FALSE,75,35.5098846153846,0,39.4901153846154,23.081425,51.918575,48.75,26.25,27.375947875,24.542627125,37.7578878846154
0,25,26.73705,27.0709,1000,0,-1.73705,1.73705,2.0709,3.01734270249999,FALSE,75,73.26295,72.9291,1.73705,73.26295,1.73705,75,0,1.73222749999999,0.00482250000000306,0.00482249999999596
