"byz","actual","predicted","selected.predicted","clock","threshold","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
6,25,94.0413914285714,93.51579,1000,0,-69.0413914285714,69.0413914285714,68.51579,4766.71373039322,FALSE,75,5.95860857142857,6.48421,69.0413914285714,4.171026,70.828974,52.5,22.5,22.63025075,48.19872325,67.5715589285714
7,25,94.3143861538462,94.19199,1000,0,-69.3143861538462,69.3143861538462,69.19199,4804.4841278845,FALSE,75,5.68561384615384,5.80801,69.3143861538462,3.695649,71.304351,48.75,26.25,26.370947125,44.933403875,67.8445536538462
0,25,25.852385,25.7495,1000,0,-0.852384999999998,0.852384999999998,0.749500000000005,0.726560188224997,FALSE,75,74.147615,74.2505,0.852384999999998,74.147615,0.852384999999998,75,0,0.186072499999995,0.666312500000004,-0.617447500000003
1,25,66.6073157894737,65.5097,1000,0,-41.6073157894737,41.6073157894737,40.5097,1731.16872720499,FALSE,75,33.3926842105263,34.4903,41.6073157894737,31.72305,43.27695,71.25,3.75,3.92676887499999,39.350181125,40.1374832894737
2,25,82.30375,81.9822,1000,0,-57.30375,57.30375,56.9822,3283.7197640625,FALSE,75,17.69625,18.0178,57.30375,15.926625,59.073375,67.5,7.5,7.66746524999999,51.40590975,55.8339175
3,25,88.1484705882353,100,1000,0,-63.1484705882353,63.1484705882353,75,3987.72933763322,FALSE,75,11.8515294117647,0,63.1484705882353,10.0738,64.9262,63.75,11.25,11.408161625,53.518038375,61.6786380882353
4,25,91.899148125,91.77866,1000,0,-66.899148125,66.899148125,66.77866,4475.49601985069,FALSE,75,8.100851875,8.22134,66.899148125,6.4806815,68.5193185,60,15,15.148858,53.3704605,65.429315625
5,25,92.1381233333333,93.0656,1000,0,-67.1381233333333,67.1381233333333,68.0656,4507.52760472188,FALSE,75,7.86187666666666,6.9344,67.1381233333333,5.8964075,69.1035925,56.25,18.75,18.889554375,50.214038125,65.6682908333333
6,25,94.2233857142857,94.75282,1000,0,-69.2233857142857,69.2233857142857,69.75282,4791.87712974878,FALSE,75,5.77661428571429,5.24718,69.2233857142857,4.04363,70.95637,52.5,22.5,22.63025075,48.32611925,67.7535532142857
7,25,94.2673446153846,93.94505,1000,0,-69.2673446153846,69.2673446153846,68.94505,4797.96503006645,FALSE,75,5.73265538461538,6.05495000000001,69.2673446153846,3.726226,71.273774,48.75,26.25,26.370947125,44.902826875,67.7975121153846
0,25,24.98785,24.8342,1000,0,0.0121499999999983,0.0121499999999983,0.165800000000004,0.000147622499999959,FALSE,75,75.01215,75.1658,-0.0121499999999912,75.01215,0.0121499999999912,75,0,0.186072499999995,-0.173922500000003,-1.4576825
1,25,66.2485894736842,100,1000,0,-41.2485894736842,41.2485894736842,75,1701.44613356853,FALSE,75,33.7514105263158,0,41.2485894736842,32.06384,42.93616,71.25,3.75,3.92676887499999,39.009391125,39.7787569736842
2,25,85.3035222222222,84.4268,1000,0,-60.3035222222222,60.3035222222222,59.4268,3636.51479240605,FALSE,75,14.6964777777778,15.5732,60.3035222222222,13.22683,61.77317,67.5,7.5,7.66746524999999,54.10570475,58.8336897222222
3,25,87.2278647058824,87.3949,1000,0,-62.2278647058824,62.2278647058824,62.3949,3872.3071458536,FALSE,75,12.7721352941176,12.6051,62.2278647058824,10.856315,64.143685,63.75,11.25,11.408161625,52.735523375,60.7580322058824
4,25,91.683544375,91.22144,1000,0,-66.683544375,66.683544375,66.22144,4446.69509041259,FALSE,75,8.316455625,8.77856,66.683544375,6.6531645,68.3468355,60,15,15.148858,53.1979775,65.213711875
5,25,93.028468,100,1000,0,-68.028468,68.028468,75,4627.87245842702,FALSE,75,6.971532,0,68.028468,5.228649,69.771351,56.25,18.75,18.889554375,50.881796625,66.5586355
