"byz","actual","predicted","selected.predicted","clock","threshold","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
0,0,0,0,1000,0,0,0,0,0,TRUE,100,100,100,0,100,0,100,0,52.5049475,-52.5049475,-1.6617325
0,10,12.06739,12.1307,1000,0,-2.06739,2.06739,2.1307,4.2741014121,FALSE,90,87.93261,87.8693,2.06739,87.93261,2.06739,90,0,42.5049475,-40.4375575,0.4056575
0,20,22.66823,22.4472,1000,0,-2.66823,2.66823,2.4472,7.11945133290001,FALSE,80,77.33177,77.5528,2.66822999999999,77.33177,2.66822999999999,80,0,32.5049475,-29.8367175,1.0064975
0,30,34.647245,34.5068,1000,0,-4.64724500000001,4.64724500000001,4.50680000000001,21.596886090025,FALSE,70,65.352755,65.4932,4.647245,65.352755,4.647245,70,0,22.5049475,-17.8577025,2.98551250000001
0,40,42.56305,42.5989,1000,0,-2.56305,2.56305,2.59889999999999,6.56922530250002,FALSE,60,57.43695,57.4011,2.56305,57.43695,2.56305,60,0,12.5049475,-9.9418975,0.901317500000005
0,50,53.54869,53.3778,1000,0,-3.54869,3.54869,3.3778,12.5932007161,FALSE,50,46.45131,46.6222,3.54869,46.45131,3.54869,50,0,2.5049475,1.0437425,1.8869575
0,60,61.682735,61.7412,1000,0,-1.682735,1.682735,1.74120000000001,2.831597080225,FALSE,40,38.317265,38.2588,1.682735,38.317265,1.682735,40,0,7.4950525,-5.8123175,0.0210025000000016
0,70,72.67828,72.4214,1000,0,-2.67828,2.67828,2.42140000000001,7.1731837584,FALSE,30,27.32172,27.5786,2.67828,27.32172,2.67828,30,0,17.4950525,-14.8167725,1.0165475
0,80,79.93204,79.9211,1000,0,0.0679599999999994,0.0679599999999994,0.0789000000000044,0.00461856159999991,FALSE,20,20.06796,20.0789,-0.0679599999999994,20.06796,0.0679599999999994,20,0,27.4950525,-27.4270925,-1.5937725
0,90,90.9820015,90.90777,1000,0,-0.982001499999996,0.982001499999996,0.907769999999999,0.964326946002241,FALSE,10,9.0179985,9.09223,0.982001499999996,9.0179985,0.982001499999996,10,0,37.4950525,-36.513051,-0.679731000000004
0,100,100,100,1000,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,47.4950525,-47.4950525,-1.6617325
0,0,0,0,1000,0,0,0,0,0,TRUE,100,100,100,0,100,0,100,0,52.5049475,-52.5049475,-1.6617325
0,10,11.81782,11.8391,1000,0,-1.81782,1.81782,1.8391,3.3044695524,FALSE,90,88.18218,88.1609,1.81782,88.18218,1.81782,90,0,42.5049475,-40.6871275,0.156087500000002
0,20,25.501605,24.9016,1000,0,-5.501605,5.501605,4.9016,30.2676575760251,FALSE,80,74.498395,75.0984,5.50160500000001,74.498395,5.50160500000001,80,0,32.5049475,-27.0033425,3.83987250000001
0,30,30.789455,30.7836,1000,0,-0.789455,0.789455,0.7836,0.623239197025,FALSE,70,69.210545,69.2164,0.789455000000004,69.210545,0.789455000000004,70,0,22.5049475,-21.7154925,-0.872277499999999
0,40,40.66623,40.6967,1000,0,-0.666230000000006,0.666230000000006,0.6967,0.443862412900008,FALSE,60,59.33377,59.3033,0.666230000000006,59.33377,0.666230000000006,60,0,12.5049475,-11.8387175,-0.995502499999994
0,50,51.121745,51.3854,1000,0,-1.121745,1.121745,1.3854,1.25831184502499,FALSE,50,48.878255,48.6146,1.121745,48.878255,1.121745,50,0,2.5049475,-1.3832025,-0.539987500000002
0,60,63.054725,62.7169,1000,0,-3.054725,3.054725,2.7169,9.33134482562499,FALSE,40,36.945275,37.2831,3.054725,36.945275,3.054725,40,0,7.4950525,-4.4403275,1.3929925
0,70,75.77396,75.8384,1000,0,-5.77396,5.77396,5.83839999999999,33.3386140816,FALSE,30,24.22604,24.1616,5.77396,24.22604,5.77396,30,0,17.4950525,-11.7210925,4.1122275
0,80,82.003965,81.5186,1000,0,-2.00396499999999,2.00396499999999,1.51859999999999,4.01587572122498,FALSE,20,17.996035,18.4814,2.00396499999999,17.996035,2.00396499999999,20,0,27.4950525,-25.4910875,0.342232499999994
0,90,90.637467,90.77234,1000,0,-0.637467000000001,0.637467000000001,0.77234,0.406364176089001,FALSE,10,9.362533,9.22766,0.637467000000001,9.362533,0.637467000000001,10,0,37.4950525,-36.8575855,-1.0242655
0,100,100,100,1000,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,47.4950525,-47.4950525,-1.6617325
0,0,0,0,1000,0,0,0,0,0,TRUE,100,100,100,0,100,0,100,0,52.5049475,-52.5049475,-1.6617325
0,10,8.96075,9.0666,1000,0,1.03925,1.03925,0.933399999999997,1.08004056250001,FALSE,90,91.03925,90.9334,-1.03925000000001,91.03925,1.03925000000001,90,0,42.5049475,-41.4656975,-0.622482499999995
0,20,21.805455,21.7517,1000,0,-1.80545499999999,1.80545499999999,1.7517,3.25966775702498,FALSE,80,78.194545,78.2483,1.80545499999999,78.194545,1.80545499999999,80,0,32.5049475,-30.6994925,0.143722499999996
0,30,34.81466,34.7534,1000,0,-4.81466,4.81466,4.7534,23.1809509156,FALSE,70,65.18534,65.2466,4.81466,65.18534,4.81466,70,0,22.5049475,-17.6902875,3.1529275
0,40,45.144955,44.9871,1000,0,-5.144955,5.144955,4.98710000000001,26.470561952025,FALSE,60,54.855045,55.0129,5.144955,54.855045,5.144955,60,0,12.5049475,-7.3599925,3.4832225
0,50,52.73289,52.7892,1000,0,-2.73289,2.73289,2.7892,7.46868775209999,FALSE,50,47.26711,47.2108,2.73289,47.26711,2.73289,50,0,2.5049475,0.227942499999997,1.0711575
0,60,61.72616,61.7375,1000,0,-1.72615999999999,1.72615999999999,1.7375,2.97962834559998,FALSE,40,38.27384,38.2625,1.72615999999999,38.27384,1.72615999999999,40,0,7.4950525,-5.76889250000001,0.0644274999999936
0,70,73.66149,73.687,1000,0,-3.66149,3.66149,3.687,13.4065090201,FALSE,30,26.33851,26.313,3.66149,26.33851,3.66149,30,0,17.4950525,-13.8335625,1.9997575
0,80,82.868675,82.5542,1000,0,-2.868675,2.868675,2.55419999999999,8.22929625562498,FALSE,20,17.131325,17.4458,2.868675,17.131325,2.868675,20,0,27.4950525,-24.6263775,1.2069425
0,90,90.773074,91.16768,1000,0,-0.773073999999994,0.773073999999994,1.16767999999999,0.597643409475991,FALSE,10,9.22692600000001,8.83232000000001,0.773073999999994,9.22692600000001,0.773073999999994,10,0,37.4950525,-36.7219785,-0.888658500000005
0,100,100,100,1000,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,47.4950525,-47.4950525,-1.6617325
0,0,0,0,1000,0,0,0,0,0,TRUE,100,100,100,0,100,0,100,0,52.5049475,-52.5049475,-1.6617325
0,10,11.191535,11.204,1000,0,-1.191535,1.191535,1.204,1.41975565622499,FALSE,90,88.808465,88.796,1.191535,88.808465,1.191535,90,0,42.5049475,-41.3134125,-0.470197500000003
0,20,22.507435,22.3747,1000,0,-2.507435,2.507435,2.3747,6.28723027922499,FALSE,80,77.492565,77.6253,2.507435,77.492565,2.507435,80,0,32.5049475,-29.9975125,0.845702499999998
0,30,32.219695,32.1069,1000,0,-2.219695,2.219695,2.1069,4.92704589302501,FALSE,70,67.780305,67.8931,2.219695,67.780305,2.219695,70,0,22.5049475,-20.2852525,0.557962500000002
0,40,43.18431,43.0979,1000,0,-3.18431,3.18431,3.0979,10.1398301761,FALSE,60,56.81569,56.9021,3.18431,56.81569,3.18431,60,0,12.5049475,-9.3206375,1.5225775
0,50,52.89926,52.759,1000,0,-2.89926000000001,2.89926000000001,2.759,8.40570854760003,FALSE,50,47.10074,47.241,2.89926000000001,47.10074,2.89926000000001,50,0,2.5049475,0.394312500000005,1.23752750000001
0,60,63.9072,63.8505,1000,0,-3.9072,3.9072,3.8505,15.26621184,FALSE,40,36.0928,36.1495,3.9072,36.0928,3.9072,40,0,7.4950525,-3.5878525,2.2454675
0,70,70.381525,70.158,1000,0,-0.381524999999996,0.381524999999996,0.158000000000001,0.145561325624997,FALSE,30,29.618475,29.842,0.381524999999996,29.618475,0.381525,30,0,17.4950525,-17.1135275,-1.2802075
0,80,82.25709,82.2048,1000,0,-2.25709000000001,2.25709000000001,2.20480000000001,5.09445526810002,FALSE,20,17.74291,17.7952,2.25709000000001,17.74291,2.25709000000001,20,0,27.4950525,-25.2379625,0.595357500000006
0,90,90.9106045,90.95488,1000,0,-0.910604500000005,0.910604500000005,0.954880000000003,0.829200555420259,FALSE,10,9.08939549999999,9.04512,0.910604500000005,9.08939549999999,0.910604500000005,10,0,37.4950525,-36.584448,-0.751127999999994
0,100,100,100,1000,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,47.4950525,-47.4950525,-1.6617325
0,0,0,0,1000,0,0,0,0,0,TRUE,100,100,100,0,100,0,100,0,52.5049475,-52.5049475,-1.6617325
0,10,11.78627,11.7344,1000,0,-1.78627,1.78627,1.7344,3.19076051289999,FALSE,90,88.21373,88.2656,1.78627,88.21373,1.78627,90,0,42.5049475,-40.7186775,0.124537499999999
