"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
5,25,48.83681,48.83681,1000,0,NA,-23.83681,23.83681,23.83681,568.1935109761,FALSE,75,51.16319,51.16319,23.83681,51.16319,23.83681,56.25,18.75,13.71129375,10.12551625,17.118535
5,25,39.60269,39.60269,1000,0,NA,-14.60269,14.60269,14.60269,213.2385552361,FALSE,75,60.39731,60.39731,14.60269,60.39731,14.60269,56.25,18.75,13.71129375,0.891396250000007,7.884415
6,25,35.31568,35.31568,1000,0,NA,-10.31568,10.31568,10.31568,106.4132538624,FALSE,75,64.68432,64.68432,10.31568,64.68432,10.31568,52.5,22.5,17.7972075,-7.48152749999999,3.597405
6,25,28.0265,28.0265,1000,0,NA,-3.0265,3.0265,3.0265,9.15970224999999,FALSE,75,71.9735,71.9735,3.0265,71.9735,3.0265,52.5,22.5,17.7972075,-14.7707075,-3.691775
7,25,36.95672,36.95672,1000,0,NA,-11.95672,11.95672,11.95672,142.9631531584,FALSE,75,63.04328,63.04328,11.95672,63.04328,11.95672,48.75,26.25,21.88312125,-9.92640125,5.238445
7,25,30.82456,30.82456,1000,0,NA,-5.82456,5.82456,5.82456,33.9254991936,FALSE,75,69.17544,69.17544,5.82456000000001,69.17544,5.82456000000001,48.75,26.25,21.88312125,-16.05856125,-0.893714999999998
0,25,18.33672,18.33672,1000,0,NA,6.66328,6.66328,6.66328,44.3993003584,FALSE,75,81.66328,81.66328,-6.66328,81.66328,6.66328,75,0,6.71827500000001,-0.0549950000000052,-0.0549949999999999
0,25,20.62741,20.62741,1000,0,NA,4.37259,4.37259,4.37259,19.1195433081,FALSE,75,79.37259,79.37259,-4.37259,79.37259,4.37259,75,0,6.71827500000001,-2.345685,-2.345685
1,25,17.72095,17.72095,1000,0,NA,7.27905,7.27905,7.27905,52.9845689025,FALSE,75,82.27905,82.27905,-7.27905,82.27905,7.27905,71.25,3.75,2.63236125,4.64668875,0.560775000000001
1,25,20.73544,20.73544,1000,0,NA,4.26456,4.26456,4.26456,18.1864719936,FALSE,75,79.26456,79.26456,-4.26456,79.26456,4.26456,71.25,3.75,2.63236125,1.63219875,-2.453715
2,25,18.27714,18.27714,1000,0,NA,6.72286,6.72286,6.72286,45.1968465796,FALSE,75,81.72286,81.72286,-6.72286,81.72286,6.72286,67.5,7.5,1.4535525,5.2693075,0.00458500000000051
2,25,23.27082,23.27082,1000,0,NA,1.72918,1.72918,1.72918,2.9900634724,FALSE,75,76.72918,76.72918,-1.72918,76.72918,1.72918,67.5,7.5,1.4535525,0.275627499999999,-4.989095
2,25,35.77655,35.77655,1000,0,NA,-10.77655,10.77655,10.77655,116.1340299025,FALSE,75,64.22345,64.22345,10.77655,64.22345,10.77655,67.5,7.5,1.4535525,9.3229975,4.058275
3,25,23.509,23.509,1000,0,NA,1.491,1.491,1.491,2.223081,FALSE,75,76.491,76.491,-1.491,76.491,1.491,63.75,11.25,5.53946625,-4.04846625,-5.227275
3,25,31.0172,31.0172,1000,0,NA,-6.0172,6.0172,6.0172,36.20669584,FALSE,75,68.9828,68.9828,6.0172,68.9828,6.0172,63.75,11.25,5.53946625,0.477733749999995,-0.701075000000001
3,25,24.74541,24.74541,1000,0,NA,0.25459,0.25459,0.25459,0.0648160681000002,FALSE,75,75.25459,75.25459,-0.254590000000007,75.25459,0.254590000000007,63.75,11.25,5.53946625,-5.28487625,-6.463685
4,25,33.37849,33.37849,1000,0,NA,-8.37849,8.37849,8.37849,70.1990946801,FALSE,75,66.62151,66.62151,8.37849,66.62151,8.37849,60,15,9.62537999999999,-1.24688999999999,1.660215
4,25,42.51468,42.51468,1000,0,NA,-17.51468,17.51468,17.51468,306.7640155024,FALSE,75,57.48532,57.48532,17.51468,57.48532,17.51468,60,15,9.62537999999999,7.88930000000001,10.796405
5,25,28.57066,28.57066,1000,0,NA,-3.57066,3.57066,3.57066,12.7496128356,FALSE,75,71.42934,71.42934,3.57066,71.42934,3.57066,56.25,18.75,13.71129375,-10.14063375,-3.147615
5,25,47.52702,47.52702,1000,0,NA,-22.52702,22.52702,22.52702,507.4666300804,FALSE,75,52.47298,52.47298,22.52702,52.47298,22.52702,56.25,18.75,13.71129375,8.81572625,15.808745
6,25,27.56432,27.56432,1000,0,NA,-2.56432,2.56432,2.56432,6.57573706239999,FALSE,75,72.43568,72.43568,2.56432,72.43568,2.56432,52.5,22.5,17.7972075,-15.2328875,-4.153955
6,25,32.8368,32.8368,1000,0,NA,-7.8368,7.8368,7.8368,61.4154342399999,FALSE,75,67.1632,67.1632,7.8368,67.1632,7.8368,52.5,22.5,17.7972075,-9.9604075,1.118525
7,25,43.28412,43.28412,1000,0,NA,-18.28412,18.28412,18.28412,334.3090441744,FALSE,75,56.71588,56.71588,18.28412,56.71588,18.28412,48.75,26.25,21.88312125,-3.59900125,11.565845
7,25,46.61652,46.61652,1000,0,NA,-21.61652,21.61652,21.61652,467.2739369104,FALSE,75,53.38348,53.38348,21.61652,53.38348,21.61652,48.75,26.25,21.88312125,-0.266601250000001,14.898245
0,25,21.70037,21.70037,1000,0,NA,3.29963,3.29963,3.29963,10.8875581369,FALSE,75,78.29963,78.29963,-3.29963000000001,78.29963,3.29963000000001,75,0,6.71827500000001,-3.41864500000001,-3.418645
0,25,15.00521,15.00521,1000,0,NA,9.99479,9.99479,9.99479,99.8958271441,FALSE,75,84.99479,84.99479,-9.99478999999999,84.99479,9.99478999999999,75,0,6.71827500000001,3.27651499999999,3.276515
1,25,15.25375,15.25375,1000,0,NA,9.74625,9.74625,9.74625,94.9893890625,FALSE,75,84.74625,84.74625,-9.74625,84.74625,9.74625,71.25,3.75,2.63236125,7.11388875,3.027975
1,25,20.66469,20.66469,1000,0,NA,4.33531,4.33531,4.33531,18.7949127961,FALSE,75,79.33531,79.33531,-4.33530999999999,79.33531,4.33530999999999,71.25,3.75,2.63236125,1.70294875,-2.382965
2,25,24.75067,24.75067,1000,0,NA,0.24933,0.24933,0.24933,0.0621654489000002,FALSE,75,75.24933,75.24933,-0.24933,75.24933,0.24933,67.5,7.5,1.4535525,-1.2042225,-6.468945
2,25,26.67266,26.67266,1000,0,NA,-1.67266,1.67266,1.67266,2.79779147559999,FALSE,75,73.32734,73.32734,1.67265999999999,73.32734,1.67265999999999,67.5,7.5,1.4535525,0.219107499999996,-5.045615
2,25,25.3604,25.3604,1000,0,NA,-0.360399999999998,0.360399999999998,0.360399999999998,0.129888159999999,FALSE,75,74.6396,74.6396,0.360399999999998,74.6396,0.360399999999998,67.5,7.5,1.4535525,-1.0931525,-6.357875
3,25,24.55202,24.55202,1000,0,NA,0.447980000000001,0.447980000000001,0.447980000000001,0.200686080400001,FALSE,75,75.44798,75.44798,-0.447980000000001,75.44798,0.447980000000001,63.75,11.25,5.53946625,-5.09148625,-6.270295
3,25,14.87265,14.87265,1000,0,NA,10.12735,10.12735,10.12735,102.5632180225,FALSE,75,85.12735,85.12735,-10.12735,85.12735,10.12735,63.75,11.25,5.53946625,4.58788374999999,3.409075
4,25,35.47149,35.47149,1000,0,NA,-10.47149,10.47149,10.47149,109.6521028201,FALSE,75,64.52851,64.52851,10.47149,64.52851,10.47149,60,15,9.62537999999999,0.84611000000001,3.753215
5,25,41.37571,41.37571,1000,0,NA,-16.37571,16.37571,16.37571,268.1638780041,FALSE,75,58.62429,58.62429,16.37571,58.62429,16.37571,56.25,18.75,13.71129375,2.66441625,9.657435
