"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
6,25,28.86673,28.86673,1000,0.01,9204,-3.86673,3.86673,3.86673,14.9516008929,FALSE,75,71.13327,71.13327,3.86673,71.13327,3.86673,52.5,22.5,26.435288,-22.568558,-7.1052
7,25,36.18948,36.18948,1000,0.01,9272,-11.18948,11.18948,11.18948,125.2044626704,FALSE,75,63.81052,63.81052,11.18948,63.81052,11.18948,48.75,26.25,29.904196,-18.714716,0.217550000000003
0,25,23.78306,23.78306,1000,0.01,7220,1.21694,1.21694,1.21694,1.4809429636,FALSE,75,76.21694,76.21694,-1.21693999999999,76.21694,1.21693999999999,75,0,5.62183999999999,-4.40489999999999,-9.75499
1,25,25.33461,25.33461,1000,0.01,7096,-0.334610000000001,0.334610000000001,0.334610000000001,0.111963852100001,FALSE,75,74.66539,74.66539,0.334609999999998,74.66539,0.334609999999998,71.25,3.75,9.09074799999999,-8.75613799999999,-10.63732
2,25,5.30344,5.30344,1000,0.01,9060,19.69656,19.69656,19.69656,387.9544758336,FALSE,75,94.69656,94.69656,-19.69656,94.69656,19.69656,67.5,7.5,12.559656,7.136904,8.72463
3,25,43.12584,43.12584,1000,0.01,9100,-18.12584,18.12584,18.12584,328.5460757056,FALSE,75,56.87416,56.87416,18.12584,56.87416,18.12584,63.75,11.25,16.028564,2.097276,7.15391
4,25,6.01688,6.01688,1000,0.01,6460,18.98312,18.98312,18.98312,360.3588449344,FALSE,75,93.98312,93.98312,-18.98312,93.98312,18.98312,60,15,19.497472,-0.514351999999995,8.01119
5,25,26.35759,26.35759,1000,0.01,7748,-1.35759,1.35759,1.35759,1.8430506081,FALSE,75,73.64241,73.64241,1.35759,73.64241,1.35759,56.25,18.75,22.96638,-21.60879,-9.61434
6,25,31.40395,31.40395,1000,0.01,7368,-6.40395,6.40395,6.40395,41.0105756025,FALSE,75,68.59605,68.59605,6.40395000000001,68.59605,6.40395000000001,52.5,22.5,26.435288,-20.031338,-4.56798
7,25,31.05188,31.05188,1000,0.01,6896,-6.05188,6.05188,6.05188,36.6252515344,FALSE,75,68.94812,68.94812,6.05188,68.94812,6.05188,48.75,26.25,29.904196,-23.852316,-4.92005
0,25,2.66409,2.66409,1000,0.01,8704,22.33591,22.33591,22.33591,498.8928755281,FALSE,75,97.33591,97.33591,-22.33591,97.33591,22.33591,75,0,5.62183999999999,16.71407,11.36398
1,25,38.89587,38.89587,1000,0.01,9472,-13.89587,13.89587,13.89587,193.0952030569,FALSE,75,61.10413,61.10413,13.89587,61.10413,13.89587,71.25,3.75,9.09074799999999,4.80512200000001,2.92394
2,25,34.43403,34.43403,1000,0.01,7788,-9.43403,9.43403,9.43403,89.0009220409,FALSE,75,65.56597,65.56597,9.43403000000001,65.56597,9.43403000000001,67.5,7.5,12.559656,-3.125626,-1.5379
3,25,47.85393,47.85393,1000,0.01,6720,-22.85393,22.85393,22.85393,522.3021164449,FALSE,75,52.14607,52.14607,22.85393,52.14607,22.85393,63.75,11.25,16.028564,6.825366,11.882
4,25,20.99623,20.99623,1000,0.01,9216,4.00377,4.00377,4.00377,16.0301742129,FALSE,75,79.00377,79.00377,-4.00377,79.00377,4.00377,60,15,19.497472,-15.493702,-6.96816
5,25,34.07856,34.07856,1000,0.01,6128,-9.07856,9.07856,9.07856,82.4202516736,FALSE,75,65.92144,65.92144,9.07856000000001,65.92144,9.07856000000001,56.25,18.75,22.96638,-13.88782,-1.89337
6,25,34.0595,34.0595,1000,0.01,6372,-9.0595,9.0595,9.0595,82.07454025,FALSE,75,65.9405,65.9405,9.0595,65.9405,9.0595,52.5,22.5,26.435288,-17.375788,-1.91243
7,25,5.25705,5.25705,1000,0.01,6684,19.74295,19.74295,19.74295,389.7840747025,FALSE,75,94.74295,94.74295,-19.74295,94.74295,19.74295,48.75,26.25,29.904196,-10.161246,8.77102
0,25,23.8978,23.8978,1000,0.01,8588,1.1022,1.1022,1.1022,1.21484484,FALSE,75,76.1022,76.1022,-1.1022,76.1022,1.1022,75,0,5.62183999999999,-4.51963999999999,-9.86973
1,25,21.31438,21.31438,1000,0.01,9288,3.68562,3.68562,3.68562,13.5837947844,FALSE,75,78.68562,78.68562,-3.68562,78.68562,3.68562,71.25,3.75,9.09074799999999,-5.40512799999999,-7.28631
2,25,31.04101,31.04101,1000,0.01,9284,-6.04101,6.04101,6.04101,36.4938018201,FALSE,75,68.95899,68.95899,6.04101,68.95899,6.04101,67.5,7.5,12.559656,-6.51864599999999,-4.93092
