0,1,2,3,4,5,6,7
11.41578,4.78276,0.485900000000001,15.45055,10.18031,10.79877,4.49956,27.29506
4.66454,2.45658,0.0302199999999999,8.49812,7.78478,15.82127,18.79203,21.50423
5.19247,5.72626,3.59652,8.34055,4.27292,0.78641,7.00033,17.60303
10.53646,7.77414,7.20651,0.906879999999997,6.96087,20.4084,3.50052,9.97344
9.56286,4.72524,1.50095,0.994149999999998,17.39915,0.33596,6.57296,2.30404
11.27343,9.37863,4.42271,2.35146,3.38086,2.39,24.39308,8.81143
6.77327,4.16384,4.39973,10.87684,0.753630000000001,12.06859,22.83314,10.63975
1.29459,0.4252,5.3361,4.44456,5.09513,13.41213,12.42563,23.29154
9.62519,9.15063,1.3256,1.16239,1.19721,20.06764,11.65431,12.90822
10.07636,1.4224,2.63845,2.63966,11.51984,23.83681,10.31568,11.95672
3.59482,6.83251,0.870690000000003,0.50788,8.37849,14.60269,3.0265,5.82456
10.44676,7.27905,1.71036,7.73946,17.51468,3.57066,2.56432,18.28412
6.66328,4.26456,7.06889,2.68459,10.47149,22.52702,7.8368,21.61652
4.37259,9.74625,6.27074,4.49242,4.64562,16.37571,22.61293,33.31815
3.29963,4.33531,6.08594,1.2432,0.906829999999996,9.23131,4.22115,25.23127
9.99479,1.16042,8.73702,7.86068,2.15721,2.65126,23.49103,3.44976
1.06739,11.00391,6.72286,1.491,,0.573129999999999,26.2258,15.45497
9.70878,9.37641,1.72918,6.0172,,,,
11.05187,0.927710000000001,10.77655,0.25459,,,,
1.10638,8.89124,0.24933,0.447980000000001,,,,
7.86788,1.48067,1.67266,10.12735,,,,
0.901789999999998,10.13496,0.360399999999998,16.74098,,,,
1.42132,4.27829,4.58995,10.43879,,,,
3.98011,1.84949,5.92629,9.64744,,,,
2.17664,0.0406799999999983,0.453940000000003,17.89403,,,,
10.54665,,3.89464,2.34661,,,,
