8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,0.03125,0.15151515151515152,0.2857142857142857,0.6666666666666666,0.7435897435897436,0.7428571428571429,0.7428571428571429,0.75,0.7096774193548387
