0,1,2,3,4,5,6,7,8,9,10
0.0,3.0657,4.26354,5.16225,5.65854,8.13318,5.75271000000001,9.22884000000001,6.65876999999999,1.6694,0.0
0.0,3.82526,4.23935,6.31414,5.94884,2.74737,12.6716,9.29639,7.25699,0.992289999999997,0.0
0.0,2.86212,3.56602,6.01381,7.6856,8.19965999999999,7.9276,3.32273000000001,7.52997999999999,4.38736,0.0
0.0,2.94537,2.70968,6.76682,6.70478,6.24310999999999,2.84273,6.95228,4.64279000000001,2.40992,0.0
0.0,2.78332,8.51734,9.42609,5.88673,5.71382000000001,3.44423999999999,1.96418999999999,6.74208,3.25006,0.0
0.0,3.14155,3.07483,11.02187,7.56532,3.18707000000001,6.32176,6.60693999999999,7.11845,4.29769,0.0
0.0,2.69661,4.32551,3.20693,5.83887,3.52954,1.67981,2.45244,7.40692,2.11511999999999,0.0
0.0,3.19016,3.68507,6.01479,6.46819,9.20793,0.271660000000004,2.06873999999999,7.59130999999999,4.07961999999999,0.0
0.0,3.70694,8.81621,6.47759,8.44025,5.33022,3.90579,5.47483,3.60687999999999,3.97668,0.0
0.0,3.51253,5.14054,4.87329,6.57731,1.16604,2.22668,5.29266,7.21884,1.38193,0.0
0.0,4.02372,1.38687,7.25819,4.12402,4.04884,7.10319,6.28776999999999,4.23739,1.59577,0.0
0.0,1.66823,3.93131,1.45104,3.41795,1.64156,0.550070000000005,4.94851,8.07705999999999,4.14669000000001,0.0
0.0,3.35157,3.56083,2.99035,6.2277,2.88965,11.08675,11.89175,7.22328,4.36957,0.0
0.0,3.92386,1.30348,0.0329699999999988,6.2212,0.573460000000004,5.54871,0.814930000000004,7.05107,4.31971,0.0
0.0,4.41242,0.14171,5.15426,6.86646,2.75206,3.60917999999999,6.01979,7.89019999999999,4.16185,0.0
0.0,1.26801,4.72351,5.06284,0.893360000000001,3.50027000000001,3.31362,3.3399,6.79308999999999,4.80212,0.0
0.0,3.80907,3.59111,0.277640000000002,5.06887,1.98941,2.43042,4.59057999999999,5.99221,4.07680999999999,0.0
0.0,1.72024,6.97681,1.76684,4.33881,1.53037,4.06155,5.42731999999999,7.89707,4.3318,0.0
0.0,2.68413,7.45114,4.76745,4.05733,3.21252,4.55954,2.8617,7.65000999999999,1.98872999999999,0.0
0.0,4.16933,7.78806,1.49011,3.47666,7.58409,2.97127999999999,12.02927,8.27989000000001,4.093,0.0
0.0,3.52254,4.13966,4.70537,6.4136,1.94889999999999,6.57201000000001,6.77922000000001,7.57424999999999,4.99289,0.0
0.0,3.41942,3.32681,7.18161,12.99903,4.30038,6.30085,6.89690999999999,4.56453999999999,1.81264,0.0
0.0,2.96653,3.64486,9.4846,2.2244,7.68236,5.39191,4.10471,7.39062,3.07428,0.0
0.0,2.79496,8.09746,11.39623,12.37194,12.88968,0.153290000000005,4.62246,8.91617000000001,4.53035,0.0
0.0,2.7732,3.51834,12.12725,6.22617,5.4291,14.12733,0.436109999999999,4.01966,3.29731,0.0
0.0,2.89043,3.59693,7.2221,2.9834,1.08117,1.47148,12.32517,7.74572999999999,2.76394000000001,0.0
0.0,2.18797,1.84943,7.56539,8.17893,1.24855,10.17569,2.46289999999999,8.52575,4.48107999999999,0.0
0.0,2.38277,4.37556,9.11501,6.03367,0.655680000000004,2.58834,1.97448,6.88143000000001,4.1208,0.0
0.0,3.82955,3.05542,2.60351,6.05728,2.92397,5.69741,2.04097,7.59263,4.1208,0.0
0.0,2.95904,4.92196,4.49657,4.25554,10.97258,3.57236,2.04097,3.41108,4.1208,0.0
