0,1,2,3,4,5,6,7
0.924009999999996,0.825457894736846,2.04595,4.06622352941176,18.07304375,25.0596,32.8236857142857,41.4337769230769
0.896834999999996,1.14102105263158,6.00847777777778,6.21541176470588,14.82638125,22.6662266666667,29.1918,39.4901153846154
1.73705,2.45568947368421,1.91993333333333,8.82429411764706,16.43416875,24.9655133333333,31.1214928571429,40.1179307692308
2.937065,3.59015789473684,2.01550555555555,8.28022352941177,14.44535,21.7762533333333,38.0663357142857,39.5827692307692
0.0092300000000058,2.37488947368421,3.09454444444445,5.92740000000001,13.39879375,25.1035266666667,31.1301142857143,40.6271692307692
1.069425,3.24236842105263,1.50850555555556,8.21580588235295,13.15623125,21.46894,31.1635928571429,40.7702153846154
0.487654999999997,1.02142105263158,3.67882777777778,6.34591764705882,14.84344375,25.2740266666667,33.2793071428571,36.6797
3.069405,0.13316842105263,4.5475,9.60066470588236,13.02783125,23.6794933333333,31.9550214285714,38.1432538461538
3.25932,3.86490000000001,0.20688333333333,7.23697647058824,13.84415,29.2119533333333,30.7537428571429,38.1199076923077
0.800394999999998,0.0241052631578924,1.01185,7.93132352941176,16.8143375,26.0995266666667,31.1903642857143,40.6377076923077
2.60032500000001,2.98455263157895,0.849338888888894,6.79125882352941,16.427025,26.7604533333333,37.4037857142857,36.6007076923077
0.592495000000003,1.98234736842106,1.80571111111111,6.76145294117647,16.25818125,25.0107866666667,30.5545428571428,41.2232692307692
2.37185,0.754947368421057,1.91273333333334,5.47043529411765,15.669525,26.1938,32.2340285714286,37.5154846153846
3.16917,0.872963157894734,0.0680722222222272,4.1505294117647,13.74343125,25.6221866666667,31.1963357142857,40.4351153846154
0.130790000000005,2.7382,3.94976666666667,6.23007647058823,15.14364375,29.8091,34.2068928571429,38.9896769230769
0.0914150000000049,1.91330526315789,2.75565555555556,5.62126470588236,12.76619375,22.0298333333333,31.1623214285714,42.4176538461538
3.90693,2.96903157894737,0.954500000000003,8.47291764705882,16.12725,25.0880733333333,31.0055071428571,40.5251769230769
0.103209999999997,0.934321052631581,1.76007777777778,5.72534705882353,13.81588125,21.9456133333333,29.8882071428571,39.5381307692308
2.96437000000001,1.07914736842105,0.984683333333336,6.99044117647059,13.29484375,26.6879066666667,30.0139,37.3544384615385
0.760950000000005,0.18781052631579,8.23792777777778,8.88481176470588,14.6738625,22.1214133333333,34.2701928571429,36.8110307692308
2.11606,1.71718947368421,1.77501111111111,9.8532705882353,17.0924375,24.5835,28.8343571428571,36.9459153846154
4.064315,1.42410526315789,2.99292222222223,5.97598823529412,16.094325,23.19848,27.8782285714286,44.6838384615385
3.230015,0.135721052631578,2.50728333333333,7.2607,13.42693125,24.19766,30.0460785714286,44.7443230769231
3.55999499999999,0.126678947368418,1.06115,5.12469411764706,13.451175,23.9141,34.8217357142857,42.9855615384615
4.81073,2.83083157894737,0.641427777777782,7.61636470588235,14.93193125,20.2602666666667,33.55575,39.9120307692308
3.77916,8.37514736842105,0.838288888888894,5.2313,15.653375,25.0576133333333,35.1861928571429,37.3974384615385
1.02093,3.41462105263158,2.37999444444445,7.08621176470589,15.245275,23.2967133333333,32.4188142857143,40.2323692307692
1.537175,0.328668421052637,1.13392777777778,7.21222352941177,18.72451875,22.08244,30.7447071428571,39.9714769230769
0.354894999999999,2.79098421052631,2.80091111111112,7.03394705882353,16.00065625,22.8043133333333,31.9476642857143,38.5445538461539
1.12422,0.316426315789474,0.0707333333333295,6.75274705882353,16.65748125,24.8507,34.7660214285714,38.7063384615385
4.66455,0.32005263157895,0.949350000000003,7.40617647058824,12.444075,21.45178,33.86095,39.7762076923077
5.454015,5.05991052631579,0.840138888888887,5.02690588235294,15.1643625,23.7747266666667,34.0361214285714,41.9409923076923
3.76719999999999,0.716736842105259,0.0525666666666638,7.16081764705883,15.938825,21.4920466666667,30.15885,38.5728307692308
1.102715,0.937805263157898,4.10442777777778,2.60995294117647,15.73614375,27.77482,36.0321428571429,39.3470615384615
2.90941,0.837547368421056,1.72985,7.13965882352942,17.046025,28.1088466666667,30.4524928571429,38.7313461538461
