0,10,20,30,40,50,60,70,80,90,100
0.0,12.06739,22.66823,34.647245,42.56305,53.54869,61.682735,72.67828,79.93204,90.9820015,100.0
0.0,11.81782,25.501605,30.789455,40.66623,51.121745,63.054725,75.77396,82.003965,90.637467,100.0
0.0,8.96075,21.805455,34.81466,45.144955,52.73289,61.72616,73.66149,82.868675,90.773074,100.0
0.0,11.191535,22.507435,32.219695,43.18431,52.89926,63.9072,70.381525,82.25709,90.9106045,100.0
0.0,11.78627,21.001055,30.85036,45.528045,51.407495,60.762395,70.894905,79.857915,90.9656205,100.0
0.0,11.753745,24.014075,35.680405,41.066985,51.22429,64.660645,71.18234,81.655815,91.933407,100.0
0.0,9.058755,19.88778,30.910275,40.87138,49.170355,60.006365,69.23325,80.84389,91.8280695,100.0
0.0,10.11512,20.82364,31.82586,43.99941,55.54206,59.946315,72.642585,82.147175,91.5773785,100.0
0.0,13.154785,21.87716,32.81604,44.207565,51.85638,64.84046,69.904835,81.198195,90.8709395,100.0
0.0,12.67915,21.94706,30.126005,42.922355,52.013035,61.89595,70.72048,81.09931,91.884188,100.0
0.0,11.74641,20.106985,31.448115,40.61948,52.560485,63.568605,74.337775,83.78806,91.4787755,100.0
0.0,13.79952,22.422165,35.684925,40.982855,54.582015,63.900175,74.54656,82.666735,91.6898165,100.0
0.0,10.83753,20.106965,37.33751,45.75428,52.530355,65.28827,72.580935,81.001785,90.7384345,100.0
0.0,11.74463,22.633205,28.072445,43.024815,50.723775,64.858135,73.960375,82.909135,91.8322505,100.0
0.0,10.74855,22.70328,32.215685,40.94031,54.1906,61.695745,73.01857,78.24395,90.9121365,100.0
0.0,9.9706,23.151435,32.29776,40.16318,54.504465,60.768,72.08814,82.844865,92.053287,100.0
0.0,12.652875,23.10373,30.704225,39.9297,51.713765,63.76057,74.32966,81.005565,92.8316745,100.0
0.0,11.860045,22.55679,37.689775,40.93803,51.46568,59.148625,73.73482,82.76669,91.7350975,100.0
0.0,11.41163,25.780325,33.733965,43.79625,51.30066,60.72177,74.50616,83.506375,91.826465,100.0
0.0,12.217055,21.73844,33.933925,40.758115,52.581605,61.82255,71.041315,83.904445,91.8852775,100.0
0.0,9.923945,20.905,30.35232,39.90592,52.644735,60.69718,71.141245,82.485725,92.760795,100.0
0.0,11.741705,21.43657,32.894515,43.23274,50.769485,62.68351,73.737125,81.729665,91.1641925,100.0
0.0,9.894895,21.88794,30.87082,43.934775,53.58937,60.14175,74.620815,80.193515,91.7516945,100.0
0.0,9.92801,19.395615,35.816865,46.197725,52.50496,62.79008,73.430465,81.88396,91.719929,100.0
0.0,11.85163,20.139345,30.92574,41.4608,47.6683,65.49432,74.350845,83.80924,92.7184065,100.0
0.0,11.200955,18.999655,31.851605,43.830895,52.05195,65.179955,72.018905,81.828765,90.9056525,100.0
0.0,11.944955,25.94206,37.62248,44.503245,51.377325,64.74309,71.68777,82.65389,89.9941775,100.0
0.0,11.900055,21.884795,29.7514,39.77877,51.09959,62.239585,74.07434,82.77261,91.8068745,100.0
0.0,10.754305,23.041545,32.12007,42.92945,51.5824,63.873305,73.93502,81.657425,92.675658,100.0
0.0,10.128205,24.72496,29.41734,44.291995,49.10957,62.798315,73.6018,81.979415,91.690428,100.0
0.0,12.070455,23.729635,28.10485,43.831685,50.84503,60.26958,74.134185,83.77342,91.9862945,100.0
0.0,9.871445,19.14345,32.03464,39.98864,52.69899,63.12682,72.60549,81.724075,91.0526,100.0
0.0,10.93115,22.695875,29.890965,41.19817,50.707745,60.035555,70.88257,82.670165,91.7966435,100.0
0.0,10.169725,19.886385,34.594845,39.902955,53.69424,61.85267,71.135895,85.069025,91.65961,100.0
0.0,11.752965,20.98398,35.49728,41.114635,52.978885,59.21669,69.75657,83.806835,89.790717,100.0
0.0,9.86879,23.046975,32.794095,43.9916,51.84149,59.85553,71.830625,82.034905,90.8302805,100.0
0.0,12.687175,20.88955,29.94741,43.946045,51.757445,65.692265,74.311185,82.706175,91.0449415,100.0
0.0,11.76697,21.079695,29.798385,41.10757,48.35052,58.568875,71.973535,80.68605,92.784321,100.0
0.0,8.04962,20.80228,31.11964,37.98675,52.112845,61.752805,71.044115,81.77028,90.6327985,100.0
0.0,12.77051,23.60825,31.821515,43.703935,54.8087,62.83473,71.321275,81.67699,92.6837245,100.0
0.0,10.766685,23.077915,30.97865,41.77693,52.883895,63.92042,70.80656,80.27196,91.9650855,100.0
